item_name,pic,class_1,class_2,class_3,price,spec,made_in,unit,url
牛頭牌金鑽玉米粒,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200205834_1_350846.jpg,方便料理,罐頭‧醬菜‧濃湯,泡菜‧玉米,79,340g\*3罐/組,泰國,1/組,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200205834
火辣章魚風味乾拌麵,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200214704_1_389273.jpg,方便料理,泡麵‧速食粥/湯,包裝麵,189,130克\*4包/袋,韓國,1/袋,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200214704
CARJEN芝士咖哩麵,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200214699_1_389272.jpg,方便料理,泡麵‧速食粥/湯,包裝麵,145,100公克\*4包/袋,馬來西亞,1/袋,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200214699
韓國不倒翁(OTTOGI)泡菜拉麵12包,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200210116_1_367683.jpg,方便料理,泡麵‧速食粥/湯,成箱麵,320,120g×12包/盒,韓國,1/盒,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200210116
CARJEN芝士蘑菇麵,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200214694_1_389271.jpg,方便料理,泡麵‧速食粥/湯,包裝麵,149,100公克\*4包/袋,馬來西亞,1/袋,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200214694
農心韓國泡菜杯麵 75g,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200210307_1_367722.jpg,方便料理,泡麵‧速食粥/湯,碗裝麵‧桶麵,33,,韓國,1/杯,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200210307
中華特餐桶-麻辣豬肉麵,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200210302_1_367721.jpg,方便料理,泡麵‧速食粥/湯,碗裝麵‧桶麵,69,140g\*2入,台灣,1/組,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200210302
印尼喜達原味乾撈麵(經濟包5入),http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200210267_1_367714.jpg,方便料理,泡麵‧速食粥/湯,包裝麵,79,91公克\*5包/組,印尼,1/組,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200210267
農心 馬鈴薯麵(4入)100g*4包,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200208674_1_357185.jpg,方便料理,泡麵‧速食粥/湯,包裝麵,144,,韓國,1/袋,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200208674
遠洋牌紅燒鰻,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200195137_1_339342.jpg,方便料理,罐頭‧醬菜‧濃湯,水產罐頭,83,100g\*3罐/組,台灣,1/組,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200195137
農心 辛拉麵禮盒 120g*12包,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200195172_1_339349.jpg,方便料理,泡麵‧速食粥/湯,成箱麵,303,,韓國,1/箱,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200195172
遠洋牌豆豉燒鰻,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200195142_1_339343.jpg,方便料理,罐頭‧醬菜‧濃湯,水產罐頭,83,100g\*3罐/組,台灣,1/組,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200195142
出前一丁黑蒜油豬骨湯味速食麵,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200212940_1_378531.jpg,方便料理,泡麵‧速食粥/湯,包裝麵,119,100g\*5包/組,香港,1/組,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200212940
出前一丁麻油味速食麵,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200212935_1_378530.jpg,方便料理,泡麵‧速食粥/湯,包裝麵,105,100g\*5包/組,香港,1/組,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200212935
火辣雞肉風味鐵板炒麵140公克5包,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200195462_1_339376.jpg,方便料理,泡麵‧速食粥/湯,包裝麵,242,700公克/袋,韓國,1/袋,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200195462
蛤蠣風味刀削拉麵100公克*5包,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200195467_1_339377.jpg,方便料理,泡麵‧速食粥/湯,包裝麵,242,500公克/袋,韓國,1/袋,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200195467
長崎風味紅強棒拉麵115公克*5包,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200195452_1_339374.jpg,方便料理,泡麵‧速食粥/湯,包裝麵,242,575公克/袋,韓國,1/袋,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200195452
長崎風味強棒拉麵115公克*5包,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200195447_1_339373.jpg,方便料理,泡麵‧速食粥/湯,包裝麵,242,575公克/袋,韓國,1/袋,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200195447
紅鷹牌海底雞鮮之味,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200179831_1_326861.jpg,方便料理,罐頭‧醬菜‧濃湯,水產罐頭,166,150Gx3罐/組,台灣,1/組,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200179831
正逢YAMI螺肉,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200208614_1_357174.jpg,方便料理,罐頭‧醬菜‧濃湯,水產罐頭,123,400g/罐,台灣,1/罐,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200208614
日清合味道XO醬海鮮味麵,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200212825_1_378508.jpg,方便料理,泡麵‧速食粥/湯,碗裝麵‧桶麵,37,75g/杯,香港,1/杯,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200212825
日清合味道海鮮味麵,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200212820_1_378507.jpg,方便料理,泡麵‧速食粥/湯,碗裝麵‧桶麵,36,75g/杯,,1/杯,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200212820
模範生點心餅-小雞汁,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200104344_1_217465.jpg,方便料理,泡麵‧速食粥/湯,杯麵‧點心麵,106,20gx15包/組,,15/包,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200104344
盛美家甜橙果醬,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200159240_1_288250.jpg,方便料理,抹醬‧奶油‧起士,奶油‧煉乳‧巧克力醬,119,340g,美國,1/罐,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200159240
新東陽精緻豬肉鬆  270g,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200205590_1_349376.jpg,方便料理,罐頭‧醬菜‧濃湯,肉鬆‧魚鬆‧香鬆,205,,台灣,1/罐,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200205590
綠巨人珍珠玉米醬,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200205595_1_349377.jpg,方便料理,罐頭‧醬菜‧濃湯,泡菜‧玉米,143,418g\*3罐/ 組,美國,1/組,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200205595
新東陽辣味肉醬 160g*3罐,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200210277_1_367716.jpg,方便料理,罐頭‧醬菜‧濃湯,海苔醬‧豆腐乳‧肉醬,108,,台灣,1/組,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200210277
新東陽原味肉醬  160g*3罐,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200195642_1_339415.jpg,方便料理,罐頭‧醬菜‧濃湯,海苔醬‧豆腐乳‧肉醬,123,,台灣,1/組,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200195642
廣達香健康旗魚鬆,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200154118_1_280839.jpg,方便料理,罐頭‧醬菜‧濃湯,肉鬆‧魚鬆‧香鬆,149,230g/罐,台灣,1/罐,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200154118
廣達香豬肉酥,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200154113_1_280838.jpg,方便料理,罐頭‧醬菜‧濃湯,肉鬆‧魚鬆‧香鬆,149,235g/罐,台灣,1/罐,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200154113
阿舍食堂台南乾麵(辣味)95g*5包,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200210217_1_367704.jpg,方便料理,泡麵‧速食粥/湯,包裝麵,93,95g\*5包組,台灣,1/組,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200210217
愛之味水果泡菜,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200212890_1_378521.jpg,方便料理,罐頭‧醬菜‧濃湯,醬菜‧醬瓜‧麵筋,99,190gx3瓶/組,台灣,3/瓶,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200212890
愛之味黑木耳筍絲,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200212885_1_378520.jpg,方便料理,罐頭‧醬菜‧濃湯,醬菜‧醬瓜‧麵筋,105,190gx3瓶/組,台灣,3/瓶,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200212885
愛之味韓式泡菜,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200177261_1_317736.jpg,方便料理,罐頭‧醬菜‧濃湯,醬菜‧醬瓜‧麵筋,105,190gx3瓶/組,台灣,3/瓶,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200177261
金蘭鮮嫩玉筍,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200153968_1_280807.jpg,方便料理,罐頭‧醬菜‧濃湯,醬菜‧醬瓜‧麵筋,90,325g\*2 瓶/組,台灣,1/組,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200153968
金蘭花生麵筋,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200153973_1_280808.jpg,方便料理,罐頭‧醬菜‧濃湯,醬菜‧醬瓜‧麵筋,90,380g\*2 瓶/組,台灣,1/組,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200153973
金蘭脆瓜,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200191666_1_333643.jpg,方便料理,罐頭‧醬菜‧濃湯,醬菜‧醬瓜‧麵筋,90,380g\*2 瓶/組,台灣,1/組,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200191666
一度贊袋麵_老甕牛肉麵,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200195081_1_339331.jpg,方便料理,泡麵‧速食粥/湯,包裝麵,114,185g\*3入/組,台灣,1/組,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200195081
真麵堂鰹魚昆布湯麵,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200171761_1_313873.jpg,方便料理,泡麵‧速食粥/湯,包裝麵,74,98g\*4入/組,台灣,1/組,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200171761
亞洲食堂 香辣雞鹽杯麵,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200194933_1_339315.jpg,方便料理,泡麵‧速食粥/湯,碗裝麵‧桶麵,39,63g,馬來西亞,1/杯,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200194933
進口Dole鳳梨塊,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200194898_1_339308.jpg,方便料理,罐頭‧醬菜‧濃湯,水果罐頭,79,567g/罐,美國,1/罐,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200194898
CARJEN娘惹白咖哩麵,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200179776_1_326850.jpg,方便料理,泡麵‧速食粥/湯,包裝麵,125,125公克\*4包/袋,馬來西亞,1/袋,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200179776
遠洋鮪魚片,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200206643_1_354250.jpg,方便料理,罐頭‧醬菜‧濃湯,水產罐頭,99,110gx3罐/組,台灣,1/組,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200037354
唯一小舖豬肉鬆,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200194022_1_337235.jpg,方便料理,罐頭‧醬菜‧濃湯,肉鬆‧魚鬆‧香鬆,125,230公克/罐,台灣,1/罐,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200194022
唯一小舖魚脯,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200194027_1_337236.jpg,方便料理,罐頭‧醬菜‧濃湯,肉鬆‧魚鬆‧香鬆,125,250公克/罐,台灣,1/罐,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200194027
唯一小舖純肉酥,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200194017_1_337234.jpg,方便料理,罐頭‧醬菜‧濃湯,肉鬆‧魚鬆‧香鬆,125,130公克/罐,台灣,1/罐,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200194017
小磨坊 吃飯珍青鬆-鰹魚營養,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200161772_1_293638.jpg,方便料理,罐頭‧醬菜‧濃湯,肉鬆‧魚鬆‧香鬆,99,90g/罐,台灣,1/罐,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200161772
好侍北海道白醬料理奶油玉米,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200121548_1_193547.jpg,方便料理,泡麵‧速食粥/湯, 速食粥‧湯,96,180g/盒,日本,1/盒,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200121548
好侍北海道白醬料理奶油,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200121541_1_193546.jpg,方便料理,泡麵‧速食粥/湯, 速食粥‧湯,96,180g/盒,日本,1/盒,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200121541
泰國聯通牌椰子鳳梨頭,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200110018_1_175350.jpg,方便料理,罐頭‧醬菜‧濃湯,水果罐頭,55,565g/罐,泰國,1/罐,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200110018
泰國CHAOKOH椰漿,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200048472_1_47483.jpg,方便料理,罐頭‧醬菜‧濃湯,水果罐頭,60,400ml/罐,泰國,1/罐,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200048472
農心海鮮拉麵 120gx4包,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200045730_1_40728.jpg,方便料理,泡麵‧速食粥/湯,包裝麵,135,125gx4包/袋,韓國,1/袋,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200045730
FP鮮嫩甜玉米粒 罐,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200043234_1_34344.jpg,方便料理,罐頭‧醬菜‧濃湯,泡菜‧玉米,65,340g\*3,泰國,1/組,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200043234
泰國聯通牌菠蘿蜜水果頭,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200109857_1_175307.jpg,方便料理,罐頭‧醬菜‧濃湯,水果罐頭,55,565g/罐,泰國,1/罐,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200109857
檳城白咖哩湯麵110G*4包,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200153758_1_280765.jpg,方便料理,泡麵‧速食粥/湯,包裝麵,109,440G/組,,1/組,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200153758
起司拉麵,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200153763_1_280766.jpg,方便料理,泡麵‧速食粥/湯,包裝麵,160,111公克\*4包,韓國,1/組,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200153763
江記甜酒豆腐乳,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200045808_1_40915.jpg,方便料理,罐頭‧醬菜‧濃湯,海苔醬‧豆腐乳‧肉醬,46,200g/瓶,台灣,1/瓶,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200045808
味王麻油雞絲湯麵,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200054868_1_63033.jpg,方便料理,泡麵‧速食粥/湯,包裝麵,62,90g\*5包/組,台灣,5/包,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200054868
日清拉王味增五入袋麵102g*5包,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200209054_1_357263.jpg,方便料理,泡麵‧速食粥/湯,包裝麵,190,510g,日本,1/袋,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200209054
Kanesu製麵揖保之舞熟成素麵 360G,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200177666_1_317817.jpg,方便料理,泡麵‧速食粥/湯,包裝麵,129,360g,日本,1/包,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200177666
味味一品原汁珍味牛肉麵,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200040786_1_28040.jpg,方便料理,泡麵‧速食粥/湯,碗裝麵‧桶麵,84,185gx2碗/組,,2/碗,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200040786
味味A冬菜鴨肉冬粉,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200040810_1_28091.jpg,方便料理,泡麵‧速食粥/湯,碗裝麵‧桶麵,50,60gx3碗,台灣,3/碗,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200040810
味味一品原汁珍味爌肉麵,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200040792_1_28053.jpg,方便料理,泡麵‧速食粥/湯,碗裝麵‧桶麵,86,190gx2碗/組,台灣,2/碗,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200040792
美味小舖牛肉麵,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200041272_1_29343.jpg,方便料理,泡麵‧速食粥/湯,包裝麵,52,72gx5包/組,台灣,5/包,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200041272
味王調理包-咖哩牛肉 200g*3包,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200053482_1_60075.jpg,方便料理,調理包,調理包,79,,,3/盒,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200053482
味王調理包-咖哩雞肉 200gx3包,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200033142_1_9627.jpg,方便料理,調理包,調理包,79,,,3/盒,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200033142
廣達紅燒牛肉香辣,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200045616_1_40524.jpg,方便料理,罐頭‧醬菜‧濃湯,海苔醬‧豆腐乳‧肉醬,79,440g/罐,台灣,1/罐,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200045616
同榮紅燒鰻(一般蓋),http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200036082_1_17125.jpg,方便料理,罐頭‧醬菜‧濃湯,水產罐頭,78,100gx3罐/組,台灣,3/罐,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200036082
AF螺肉,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200105954_1_168889.jpg,方便料理,罐頭‧醬菜‧濃湯,水產罐頭,55,420g/罐,台灣,1/罐,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200105954
大炒一番 XO醬風味炒麵,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200060628_1_77356.jpg,方便料理,泡麵‧速食粥/湯,包裝麵,49,85g\*4入/組,,4/包,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200060628
大炒一番醬燒海鮮炒麵,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200060622_1_77342.jpg,方便料理,泡麵‧速食粥/湯,包裝麵,49,85g\*4入/組,台灣,4/包,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200060622
大炒一番香蔥雞汁炒麵,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200060616_1_77328.jpg,方便料理,泡麵‧速食粥/湯,包裝麵,52,80g\*4入/組,台灣,4/包,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200060616
得意的一天美味濃湯-酸辣濃湯,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200205660_1_349392.jpg,方便料理,泡麵‧速食粥/湯, 速食粥‧湯,75,60g\*2包/袋,台灣,1/袋,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200205660
SAJO秋刀魚泡菜頭 280G,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200089646_1_138171.jpg,方便料理,罐頭‧醬菜‧濃湯,水產罐頭,119,280g/罐,韓國,1/罐,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200089646
SAJO秋刀魚頭 280G,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200089639_1_138170.jpg,方便料理,罐頭‧醬菜‧濃湯,水產罐頭,119,280g/罐,韓國,1/罐,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200089639
SAJO青花魚頭 280G,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200089632_1_138169.jpg,方便料理,罐頭‧醬菜‧濃湯,水產罐頭,99,280g/罐,韓國,1/罐,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200089632
SAJO青花魚紅燒蘿蔔頭 280G,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200089625_1_138168.jpg,方便料理,罐頭‧醬菜‧濃湯,水產罐頭,99,280g/罐,韓國,1/罐,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200089625
御膳食堂剝皮辣椒,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200114836_1_196928.jpg,方便料理,罐頭‧醬菜‧濃湯,醬菜‧醬瓜‧麵筋,73,380g/瓶,越南,1/瓶,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200114836
東和好媽媽鮮撈鮪魚片,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200208214_1_357094.jpg,方便料理,罐頭‧醬菜‧濃湯,水產罐頭,99,150g\*3罐/組,台灣,1/組,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200208214
隨緣韓式泡菜湯麵,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200171736_1_313868.jpg,方便料理,泡麵‧速食粥/湯,包裝麵,70,75g\*5入/組,台灣,5/包,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200171736
牛頭牌玉米粒312g*3罐,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200106290_1_168935.jpg,方便料理,罐頭‧醬菜‧濃湯,泡菜‧玉米,90,,,1/組,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200106290
牛頭牌玉米醬418g*3罐,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200106297_1_168936.jpg,方便料理,罐頭‧醬菜‧濃湯,泡菜‧玉米,93,,美國,1/組,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200106297
台灣菸酒花雕酸菜牛肉麵,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200120169_1_190434.jpg,方便料理,泡麵‧速食粥/湯,碗裝麵‧桶麵,42,200g/碗,,1/碗,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200120169
遠洋牌馬鈴薯鮪魚,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200070240_1_97666.jpg,方便料理,罐頭‧醬菜‧濃湯,水產罐頭,99,110g\*3罐/組,台灣,3/罐,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200070240
十三香麻辣拌麵,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200067570_1_92541.jpg,方便料理,泡麵‧速食粥/湯,包裝麵,59,88g\*5包/組,,1/組,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200067570
台糖安心豚豬肉醬-五香,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200067354_1_92151.jpg,方便料理,罐頭‧醬菜‧濃湯,海苔醬‧豆腐乳‧肉醬,99,160g\*3罐/組,台灣,3/罐,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200067354
味味麵海鮮湯麵68g*5包,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200194057_1_337242.jpg,方便料理,泡麵‧速食粥/湯,包裝麵,58,68g\*5包\*組,台灣,5/包,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200194057
大乾麵酒香椒麻雞風味麵,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200065074_1_87654.jpg,方便料理,泡麵‧速食粥/湯,包裝麵,79,100g\*5入/組,台灣,5/包,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200065074
VONO Cup Soup 蕈菇濃湯,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200089111_1_136158.jpg,方便料理,泡麵‧速食粥/湯, 速食粥‧湯,44,38.4g,,1/盒,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200089111
泡菜火鍋湯麵,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200064066_1_85551.jpg,方便料理,泡麵‧速食粥/湯,包裝麵,88,110公克\*4包入,越南,1/組,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200064066
味王-排骨酥湯麵,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200090906_1_139548.jpg,方便料理,泡麵‧速食粥/湯,包裝麵,59,80g\*4包/組,台灣,1/組,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200090906
飯友2精選綜合水果,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200209114_1_357275.jpg,方便料理,罐頭‧醬菜‧濃湯,水果罐頭,78,850g,泰國,1/罐,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200209114
飯友2水蜜桃,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200209109_1_357274.jpg,方便料理,罐頭‧醬菜‧濃湯,水果罐頭,53,825g/罐,泰國,1/罐,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200209109
江記元氣芋香豆腐乳,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200062110_1_81140.jpg,方便料理,罐頭‧醬菜‧濃湯,海苔醬‧豆腐乳‧肉醬,79,380g/瓶,台灣,1/瓶,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200062110
